@relation trainwseap

@attribute polarity {P,NONE,N,NEU,P+,N+}
@attribute confidence numeric
@attribute joy numeric
@attribute text string
@attribute extraversion numeric
@attribute isIronic {False,True}
@attribute sadness numeric
@attribute agreeableness numeric
@attribute isSubjective {True,False}
@attribute conscientiousness numeric
@attribute isAgreement {True,False}
@attribute anger numeric
@attribute surprise numeric
@attribute fear numeric
@attribute openness numeric
@attribute class {Bot,Human}

@data
P,100,0.095284,'I know where I\'m going and I know the truth and I don\'t have to be what you want me to be. I\'m free to be what I want. - Muhammad Ali',0.535167,False,0.399878,0.604769,True,0.472817,True,0.136067,0.04561,0.323162,0.456079,Bot
NONE,100,0.274217,'@FatuousFloozy followed you',0.515252,False,0.13857,0.505858,False,0.468337,True,0.124762,0.277279,0.185173,0.510161,Bot
NONE,100,0.103048,'So this guy gets in my space and whispers in my air I wanna take you out tonight',0.650869,False,0.26778,0.678989,False,0.428161,True,0.375111,0.027177,0.226884,0.437294,Bot
P,92,0.021706,'RT @CreateTheRipple: Don\'t ever lose #hope xx http://t.co/Z8r1VuvITS',0.442937,False,0.228355,0.481934,True,0.511132,True,0.06923,0.002705,0.678004,0.523937,Bot
NONE,100,0.242624,'@rapinfanboyu F4f plssss',0.471427,False,0.152385,0.475309,False,0.503866,True,0.157336,0.250525,0.19713,0.492453,Bot
P+,100,0.722093,'Here\'s to the long nights with my wonderful family! #onlythingineed #mylife ??????',0.547722,False,0.051446,0.596776,True,0.476222,True,0.018816,0.136112,0.071534,0.484158,Bot
P,100,0.28669,'@artemis_publish Fortune favours the brave. - Publius Terence',0.294609,False,0.167181,0.857775,True,0.573287,True,0.152998,0.019959,0.373172,0.589646,Bot
N,92,0.018514,'RT @Talnts: Do not let what you cannot do interfere with what you can do. - John Wooden',0.336849,False,0.160405,0.499987,False,0.522614,True,0.697945,0.016897,0.106239,0.516937,Bot
N,100,0.067117,'Insanity: doing the same thing over and over again and expecting different results.-Albert Einstein',0.377237,False,0.148444,0.410757,True,0.524227,True,0.132202,0.248275,0.403961,0.485756,Bot
NONE,100,0.198085,'Jajajaj Lol',0.694387,False,0.176774,0.540708,True,0.487868,True,0.158335,0.243171,0.223635,0.441808,Bot
NONE,100,0.209751,'@chlolaun niceeee page',0.449184,False,0.125357,0.485714,False,0.503439,True,0.111466,0.396234,0.157193,0.514234,Bot
P,100,0.057492,'Well dm me I mean Lol',0.767517,False,0.281558,0.765839,True,0.335262,True,0.051552,0.488617,0.120782,0.567105,Bot
NONE,100,0.112712,'It\'s too early to be awake. It\'s Saturday FFS.',0.47372,False,0.329108,0.570616,False,0.477433,True,0.367404,0.041316,0.149461,0.502331,Bot
NONE,100,0.192946,'@KendraVargas hi',0.721287,False,0.164956,0.625844,False,0.400102,True,0.142407,0.282531,0.21716,0.605858,Bot
NONE,100,0.040309,'The struggle of watching Brooklyn 99 and having to watch the menthol commercial where the girl rips her face skin off is real ??',0.503233,False,0.327823,0.536597,False,0.500442,True,0.52725,0.02478,0.079837,0.492817,Bot
NONE,100,0.043909,'1. The concept is mystery girl. It�s hard to tell whether or not if it�s a music video or a CCTV.',0.406296,False,0.14198,0.38675,False,0.510569,True,0.259633,0.07242,0.482058,0.579708,Bot
NONE,100,0.054725,'Have you heard ‘Dj Robbie Presents M R$ch Ft. KidDricc U.O.E.N.O BLUEmix’ by KidDricc on #SoundCloud? https://t.co/B7IZhXuonA',0.511151,False,0.368259,0.555871,False,0.478716,True,0.056482,0.032905,0.487629,0.521205,Bot
P,100,0.11516,'Success is how high you bounce when you hit bottom. - George S. Patton',0.567275,False,0.20498,0.475636,False,0.483848,True,0.117874,0.130025,0.431962,0.479816,Bot
NONE,100,0.020785,'i been on the phone with my mom for 30mins talking about what i want to eat bc i can\'t decide LOL',0.721483,False,0.247501,0.794062,True,0.425096,True,0.565009,0.055566,0.11114,0.447863,Bot
NEU,92,0.132572,'Hair feeling hella soft too lol. That\'s that high quality shit.',0.597864,False,0.434996,0.604418,True,0.47563,False,0.096545,0.077298,0.258589,0.472818,Bot
NONE,100,0.031559,'no i dont even remember what it was',0.575782,False,0.51712,0.505768,False,0.467966,True,0.162378,0.212,0.076943,0.378957,Bot
NONE,100,0.090782,'This that stoner music',0.77274,False,0.207264,0.562857,False,0.353133,True,0.548785,0.086613,0.066556,0.656738,Bot
NONE,100,0.052466,'WERE GOING TO STATE????',0.552436,False,0.184035,0.54624,False,0.470662,True,0.098579,0.114971,0.549949,0.484999,Bot
NONE,100,0.384613,'Get money .... That\'s my story &amp; I\'m sticking to it !!',0.469514,False,0.167281,0.587577,False,0.503121,True,0.218908,0.101363,0.127834,0.457995,Bot
N,100,0.039006,'Where your talents and the needs of the world cross lies your calling. - Aristotle',0.503557,False,0.339526,0.419987,False,0.507033,True,0.493046,0.016619,0.111803,0.509615,Bot
P+,100,0.812288,'Love loves to love love. - James Joyce',0.604404,False,0.075904,0.7404,True,0.451287,True,0.029114,0.052348,0.030345,0.4812,Bot
NONE,100,0.112722,'@302muzik @KasualTheEmcee Watch Run Minnesota 2 on YouTubehttps://t.co/ZFK8tPob3S',0.400541,False,0.472066,0.456895,False,0.578729,True,0.12183,0.01912,0.274262,0.41101,Bot
P+,100,0.306419,'@tamg71 you\'re awesome',0.521892,False,0.049344,0.527263,True,0.494337,True,0.045311,0.549459,0.049466,0.435066,Bot
N,100,0.011696,'Those days when you\'re just in a bad mood and sad but you don\'t know why. You just are.',0.530948,False,0.679553,0.543461,True,0.494918,True,0.252341,0.017252,0.039158,0.446846,Bot
NONE,100,0.141179,'Things which matter most must never be at the mercy of things which matter least. - Johann Wolfgang von Goethe',0.413372,False,0.326297,0.512273,False,0.518482,True,0.313721,0.128569,0.090233,0.461347,Bot
NONE,100,0.197792,'Not everything that can be counted counts and not everything that counts can be counted. - Albert Einstein',0.484488,False,0.339003,0.369742,False,0.517844,True,0.274169,0.01779,0.171246,0.516182,Bot
P,100,0.094529,'@Enide_Ghost It was a pretty cute game it would be hard to not look at this and just.. Go D\'awww..',0.561743,False,0.590375,0.660212,True,0.501125,True,0.081043,0.144613,0.08944,0.452687,Bot
P,100,0.094132,'CHECK OUT THE NEW BIGG BOY MANAGEMENT /@biggboymgmt WEBSITE===&gt; http://t.co/YTInP47412',0.440685,False,0.413855,0.445065,False,0.506795,True,0.086817,0.006568,0.398629,0.514621,Bot
P,100,0.489635,'I got partners like Worm Lil\' Boom Buddy and Famous! #lol',0.665824,False,0.118613,0.702605,True,0.45119,True,0.046389,0.321248,0.024114,0.497251,Bot
N,92,0.082788,'You don\'t understand this life of risk ....... MurdaFaze Coastwave #lovemelater',0.513474,False,0.315236,0.479295,False,0.475896,True,0.274037,0.076193,0.251745,0.559351,Bot
N,94,0.014145,'@Writers_Edge It is hard to fail but it is worse never have tried to succeed. - Theodore Roosevelt',0.523239,False,0.680582,0.46146,True,0.473417,False,0.201296,0.008611,0.095367,0.585943,Bot
P,100,0.289072,'@KingCruzGaming All our dreams can come true if we have the courage to pursue them. - Walt Disney',0.478863,False,0.24838,0.564886,False,0.510759,True,0.083023,0.021955,0.35757,0.49382,Bot
NONE,100,0.168163,??????????,0.621366,False,0.158452,0.651186,False,0.434692,True,0.196987,0.210046,0.266352,0.44385,Bot
NONE,100,0.254457,'What if justin Bieber is the secret #bbcan2 houseguest????',0.520315,False,0.112867,0.505697,False,0.469148,True,0.072842,0.321721,0.238113,0.500243,Bot
NONE,100,0.155701,'@MyGFIsAGumiho wow',0.526976,False,0.149269,0.48437,True,0.508707,True,0.12606,0.405535,0.163435,0.515284,Bot
NONE,100,0.045134,'I put my money where my mouth is and got a grill??',0.519465,False,0.20134,0.521971,False,0.489397,True,0.328081,0.241373,0.184072,0.48464,Bot
N,100,0.15353,'@PromoGodMother In the middle of a difficulty lies opportunity. - Albert Einstein',0.441151,False,0.289646,0.413137,False,0.464028,True,0.248352,0.032898,0.275574,0.741967,Bot
P,92,0.056815,'@CatPalmer123 A person who never made a mistake never tried anything new. - Albert Einstein',0.41019,False,0.54192,0.379163,False,0.524921,True,0.306301,0.047157,0.047806,0.5344,Bot
N,92,0.247916,'@Paulacamila2012 It\'s easy to make a buck. It\'s a lot tougher to make a difference. - Tom Brokaw',0.430082,False,0.20359,0.422723,True,0.509394,False,0.175262,0.173868,0.199365,0.536106,Bot
NONE,100,0.011699,'You just don\'t know when to stop do you? ???',0.523409,False,0.125154,0.532868,False,0.476865,True,0.619944,0.040229,0.202974,0.481528,Bot
NONE,100,0.168163,?????????????????????,0.621366,False,0.158452,0.651186,False,0.434692,True,0.196987,0.210046,0.266352,0.44385,Bot
NONE,100,0.062749,'Then me &amp; my manager stay getting into it  be thinking she gon talk to me any type if way',0.523546,False,0.297076,0.455834,True,0.341286,True,0.300818,0.068676,0.270682,0.55097,Bot
P,98,0.095514,'@mmadonna_mad You are the only person on earth who can use your ability. - Zig Ziglar',0.377025,False,0.37286,0.427663,False,0.765734,True,0.418132,0.074561,0.038932,0.393795,Bot
NONE,100,0.026356,'Lol that $20 lunch money my mom gave me... ??',0.568859,False,0.262272,0.627813,True,0.505735,True,0.116575,0.48628,0.108517,0.427779,Bot
P,100,0.417502,'I think drive is my favorite song on bangerz GOT ME FEELIN SUM TYPA WAY',0.669021,False,0.181252,0.58501,True,0.407871,True,0.044016,0.272313,0.084917,0.510026,Bot
N,100,0.042259,'Things im scared of losing',0.580606,False,0.034526,0.498337,True,0.506998,True,0.016578,0.029103,0.877534,0.27442,Bot
NONE,100,0.298884,'I have to be up in 5 hours nbd',0.613389,False,0.177208,0.52031,False,0.506766,True,0.203051,0.068829,0.252028,0.454341,Bot
P,100,0.148297,'Lol it\'s amazing how we learned so much from each other ????',0.584646,False,0.148184,0.588851,True,0.463635,True,0.0643,0.528383,0.110837,0.481193,Bot
NONE,100,0.277935,'Sometime I wonder how I\'m related to my parents since my dad wakes up at 4am to go on a 3 hour bike ride then proceeds to work for 10 hrs',0.542684,False,0.137601,0.539608,False,0.486976,True,0.321416,0.073429,0.189619,0.426217,Bot
P,100,0.209689,'@TonySarks NICE',0.481997,False,0.12553,0.499211,True,0.479122,True,0.118606,0.37933,0.166845,0.574803,Bot
N,100,0.523398,'@ThaddeusTVShow The value of achievement lies in the achieving. - Albert Einstein',0.453371,False,0.188165,0.425853,False,0.468352,True,0.061353,0.088054,0.13903,0.757749,Bot
NONE,100,0.061666,'@megavoltdesign The human mind will not be confined to any limits. - Johann Wolfgang von Goethe',0.356769,False,0.278011,0.512703,False,0.497463,True,0.338373,0.069006,0.252945,0.618135,Bot
N+,100,0.023169,'Does a terrible Eminem song even exist?',0.554955,False,0.360056,0.528961,True,0.455357,True,0.198911,0.34622,0.071645,0.55578,Bot
P,100,0.496253,'All glory comes from daring to begin. - William Shakespeare',0.448218,False,0.086198,0.480886,False,0.464527,True,0.041228,0.089831,0.28649,0.533578,Bot
NONE,100,0.061814,'I remember when me &amp; kaileyyyyy use to get on the phone everyday ??????',0.46876,False,0.232403,0.51039,False,0.499988,True,0.470278,0.0448,0.190705,0.501104,Bot
NONE,100,0.208775,'The quality not the longevity of one\'s life is what is important. - Martin Luther King',0.517902,False,0.180513,0.464616,False,0.480445,True,0.084822,0.314145,0.211744,0.499035,Bot
NONE,100,0.184555,'Divergent unscripted where the fuch are you',0.667172,False,0.169458,0.531842,False,0.486493,True,0.133979,0.307669,0.20434,0.483999,Bot
NONE,100,0.183679,'Where my #YoungRichNig',0.527608,False,0.136783,0.502641,False,0.503812,True,0.131249,0.20886,0.339429,0.445762,Bot
N,100,0.133883,'To quote lily\'s play from HIMYM: I AM RAGE!!!',0.537302,False,0.128422,0.756409,False,0.597002,True,0.563005,0.02084,0.15385,0.364139,Bot
P+,100,0.307296,'[VERIFIED] ADA THEHUN THE THEEP ANJAAY~ WELKAM DAN HARUS NYAMAN SAMA SC BODO AMAT. HATI HATI BANYAK THEEP LAINNYA @osh_sc ♥',0.257673,False,0.192104,0.387357,False,0.593472,True,0.066533,0.383677,0.05039,0.373307,Bot
NONE,100,0.014847,'@abbeyruby If you don\'t ask the question you don\'t get. - Mark Roy',0.468043,False,0.184687,0.404394,False,0.539565,True,0.544372,0.013497,0.242597,0.446421,Bot
NONE,100,0.090077,'@SlyDrexler – Enter The Void Pt.2 (Instrumental) http://t.co/gg9KpOZeAs',0.444997,False,0.372278,0.486937,False,0.484334,True,0.090938,0.007578,0.439129,0.527498,Bot
NONE,100,0.19226,'A GABRIELE',0.479144,False,0.163265,0.434468,False,0.474427,True,0.183955,0.223423,0.237097,0.496851,Bot
N,100,0.009888,'if anyone spoils any of the deaths on dexter for rebecca i swear ill kill yuo',0.628414,False,0.257608,0.456066,False,0.413748,True,0.68214,0.013934,0.036429,0.469216,Bot
P+,100,0.222111,'@Cjlindsey230 Whenever you see a successful business someone once made a courageous decision. - Peter Drucker',0.506077,False,0.179183,0.511795,True,0.463224,True,0.102433,0.333049,0.163223,0.648314,Bot
P,100,0.462962,'The purpose of learning is growth and our minds unlike our bodies can continue growing as long as we live. - Mortimer Adler',0.479158,False,0.216369,0.527332,False,0.496728,True,0.105082,0.064937,0.15065,0.655582,Bot
NONE,100,0.42154,'@Cocktail_koala ahh',0.699183,False,0.081774,0.574623,False,0.399762,True,0.04188,0.087149,0.367657,0.571358,Bot
P+,100,0.11187,'Kathy and I are so stupid lol I love her',0.724985,False,0.519063,0.823475,True,0.417662,True,0.249754,0.06098,0.058334,0.408481,Bot
NONE,100,0.180521,'@mydearbtr hey',0.51451,False,0.140309,0.525668,False,0.427519,True,0.131099,0.353909,0.194162,0.587532,Bot
NONE,100,0.087554,'#Im From ENY 3Double9 Back Block Where People Dont Come Much TMR Squad.',0.437396,False,0.32545,0.373697,False,0.46502,True,0.377867,0.02154,0.187589,0.461954,Bot
P,100,0.182301,'@DJRosko82 cool',0.553188,False,0.154217,0.588442,True,0.448826,True,0.170082,0.298054,0.195347,0.521442,Bot
P,100,0.441381,'To desire is to obtain; to aspire is to achieve. - James Allen',0.513461,False,0.164283,0.510637,False,0.498639,True,0.107582,0.046187,0.240567,0.491526,Bot
NONE,100,0.157244,'LISTEN UP TO THE NEW #FREESTYLE FROM @LUTESVEGAS 0 TO 100 ==&gt; http://t.co/S30mvg2CvT  #BIGGERPICTUREIN3D #BIGGBOYMANAGEMENT',0.396048,False,0.468798,0.410258,False,0.520665,True,0.086972,0.019762,0.267223,0.492553,Bot
N+,100,0.139707,'RT @ChopinsKeksdose: 1/1 Der Sohn hat sich gestern abend bei seinen Eltern geoutet wurde gegen 23 Uhr \'rausgeschmissen. Ich habe die Numme…',0.366146,False,0.370342,0.359825,False,0.459327,True,0.13761,0.064536,0.287805,0.413669,Bot
NONE,100,0.168163,?????????????,0.621366,False,0.158452,0.651186,False,0.434692,True,0.196987,0.210046,0.266352,0.44385,Bot
NONE,100,0.068081,'New number  inbox me if you had the old one ....',0.522158,False,0.41939,0.561138,False,0.485408,True,0.297614,0.050916,0.164,0.473165,Bot
P+,100,0.442192,'The thing about doing stand up in a Chinese Movie theater that converts into a black comedy club at night on hollywood blvd is I love it',0.609804,False,0.177874,0.54298,True,0.446474,True,0.154458,0.185805,0.039671,0.507606,Bot
P,100,0.839986,'@RebeccaMSHPT Happy St. Patrick\'s Day! For everyone celebrating \'Irishness\' today enjoy our Irish inspired quotes.',0.504283,False,0.031474,0.62618,True,0.523972,True,0.010828,0.095987,0.021724,0.510692,Bot
N,92,0.073809,'No man was ever so completely skilled in the conduct of life as not to receive new information from age and experience. - Jonathan Swift',0.502526,False,0.631969,0.588759,False,0.50569,True,0.173944,0.045861,0.074417,0.409118,Bot
NONE,100,0.030222,'RT @DerwazaNews: لوحة مركبة تائهة على مفترق طرق حولي..http://t.co/iErrS2LwAQ',0.384055,False,0.465504,0.433502,False,0.53044,True,0.10829,0.00545,0.390534,0.507121,Bot
NONE,100,0.178546,'@mikijamaica いやマジでwwwプレジデントとシーマとセンチュリー大好きなのwwwwwwwwwwもちろんシーマは31ねwwwwwwwww',0.469863,False,0.1648,0.48617,False,0.499774,True,0.140166,0.237179,0.279309,0.518879,Bot
NONE,100,0.118776,'#NSFW XXX pics and preview vids from the Den of Debauchery #fetish #tssexychanel http://t.co/vIoh5yaLDw',0.511618,False,0.485655,0.451749,False,0.435461,True,0.111287,0.015072,0.269209,0.525804,Bot
NONE,100,0.600282,'que buena music esta escuchando erazo en el coche!',0.529112,False,0.077739,0.393304,False,0.490901,True,0.070111,0.167804,0.084064,0.627707,Bot
N,100,0.09344,'The couch just freaking scratched my tablet. What the heckler?!?',0.607366,False,0.157296,0.664226,False,0.452396,True,0.390827,0.062034,0.296404,0.475356,Bot
N,92,0.241091,'He who is not everyday conquering some fear has not learned the secret of life. - Ralph Waldo Emerson',0.559155,False,0.194473,0.61553,True,0.454835,True,0.114237,0.196305,0.253894,0.551994,Bot
P+,98,0.4223,'Happy birthday to the most amazing boy in the world. Happy birthday my love #HappyBirthdayJustinBieber #BizzleFest #20ReasonsWhyWeLoveJustin',0.561863,False,0.00973,0.654021,True,0.502578,True,0.002058,0.560066,0.005847,0.455527,Bot
N,100,0.372422,'@AdidaSwag Words are only painted fire; a book is the fire itself. - Mark Twain',0.485975,False,0.232313,0.466556,False,0.470385,True,0.186606,0.133859,0.074799,0.677813,Bot
P,100,0.061165,'I\'m in way to early times like these I wish I had a coffee mate who lived in the police box in Buchanan street for handyness',0.589655,False,0.542595,0.52491,False,0.481214,True,0.228022,0.062609,0.10561,0.490478,Bot
N,100,0.309612,'Too much new music came out this week...I\'m puttin all on the new mixtape.',0.525603,False,0.065143,0.58665,False,0.450167,True,0.047933,0.520395,0.056917,0.565816,Bot
P,100,0.489388,'@Jae1TRE Most of us are just about as happy as we make up our minds to be. - Abraham Lincoln',0.523355,False,0.226321,0.530094,True,0.445704,True,0.061406,0.084378,0.138507,0.615796,Bot
NONE,100,0.20228,'@kjiii331 めっちゃでかくて、最初見た時笑いましたww',0.469863,False,0.136187,0.48617,False,0.499774,True,0.123539,0.343078,0.194916,0.518879,Bot
P,92,0.041063,'If your drinking games involve arachnids I�m not thirsty',0.571748,False,0.274877,0.41077,False,0.42046,True,0.453492,0.015719,0.21485,0.469552,Bot
